ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
3144300,Nanuque,MG,595,387
3144359,Naque,MG,99,58
3144375,Natalândia,MG,202,166
3144409,Natércia,MG,721,661
3144508,Nazareno,MG,523,435
3144607,Nepomuceno,MG,1532,1061
3144656,Ninheira,MG,1004,749
3144672,Nova Belém,MG,655,408
3144706,Nova Era,MG,201,89
3144805,Nova Lima,MG,56,18
3144904,Nova Módica,MG,293,168
3145000,Nova Ponte,MG,364,212
3145059,Nova Porteirinha,MG,500,311
3145109,Nova Resende,MG,2718,2515
3145208,Nova Serrana,MG,294,197
3145307,Novo Cruzeiro,MG,2979,2612
3145356,Novo Oriente de Minas,MG,550,450
3145372,Novorizonte,MG,377,331
3145406,Olaria,MG,231,141
3145455,Olhos-d'Água,MG,890,519
3145505,Olímpio Noronha,MG,93,68
3145604,Oliveira,MG,1202,776
3145703,Oliveira Fortes,MG,178,128
3145802,Onça de Pitangui,MG,283,213
3145851,Oratórios,MG,199,150
3145877,Orizânia,MG,952,831
3145901,Ouro Branco,MG,269,197
3146008,Ouro Fino,MG,1924,1613
3146107,Ouro Preto,MG,728,506
3146206,Ouro Verde de Minas,MG,546,463
3146255,Padre Carvalho,MG,385,305
3146305,Padre Paraíso,MG,777,709
3146404,Paineiras,MG,476,333
3146503,Pains,MG,320,227
3146552,Pai Pedro,MG,1198,845
3146602,Paiva,MG,138,106
3146701,Palma,MG,635,407
3146750,Palmópolis,MG,647,511
3146909,Papagaios,MG,308,147
3147006,Paracatu,MG,2218,1434
3147105,Pará de Minas,MG,795,428
3147204,Paraguaçu,MG,1345,843
3147303,Paraisópolis,MG,1102,862
3147402,Paraopeba,MG,396,182
3147501,Passabém,MG,155,127
3147600,Passa Quatro,MG,350,258
3147709,Passa Tempo,MG,574,327
3147808,Passa Vinte,MG,216,170
3147907,Passos,MG,1528,890
3147956,Patis,MG,389,326
3148004,Patos de Minas,MG,3779,2861
3148103,Patrocínio,MG,2810,1969
3148202,Patrocínio do Muriaé,MG,699,346
3148301,Paula Cândido,MG,884,645
3148400,Paulistas,MG,268,180
3148509,Pavão,MG,538,375
3148608,Peçanha,MG,1261,869
3148707,Pedra Azul,MG,671,420
3148756,Pedra Bonita,MG,1353,1264
3148806,Pedra do Anta,MG,448,342
3148905,Pedra do Indaiá,MG,578,374
3149002,Pedra Dourada,MG,259,229
3149101,Pedralva,MG,870,718
3149150,Pedras de Maria da Cruz,MG,1024,782
3149200,Pedrinópolis,MG,176,113
3149309,Pedro Leopoldo,MG,184,74
3149408,Pedro Teixeira,MG,165,125
3149507,Pequeri,MG,107,71
3149606,Pequi,MG,244,154
3149705,Perdigão,MG,407,313
3149804,Perdizes,MG,1319,865
3149903,Perdões,MG,703,405
3149952,Periquito,MG,160,93
3150000,Pescador,MG,167,96
3150109,Piau,MG,280,169
3150158,Piedade de Caratinga,MG,533,380
3150208,Piedade de Ponte Nova,MG,111,70
3150307,Piedade do Rio Grande,MG,204,139
3150406,Piedade dos Gerais,MG,700,568
3150505,Pimenta,MG,629,515
3150539,Pingo-d'Água,MG,108,92
3150570,Pintópolis,MG,1145,567
3150604,Piracema,MG,482,374
3150703,Pirajuba,MG,79,32
3150802,Piranga,MG,2324,1850
3150901,Piranguçu,MG,551,456
3151008,Piranguinho,MG,426,281
3151107,Pirapetinga,MG,211,144
3151206,Pirapora,MG,269,181
3151305,Piraúba,MG,423,341
3151404,Pitangui,MG,494,326
3151503,Piumhi,MG,928,629
3151602,Planura,MG,112,64
3151701,Poço Fundo,MG,1972,1839
3151800,Poços de Caldas,MG,296,177
3151909,Pocrane,MG,990,722
3152006,Pompéu,MG,815,452
3152105,Ponte Nova,MG,1006,539
3152131,Ponto Chique,MG,248,206
3152170,Ponto dos Volantes,MG,1053,806
3152204,Porteirinha,MG,3241,2556
3152303,Porto Firme,MG,1123,952
3152402,Poté,MG,1056,826
3152501,Pouso Alegre,MG,1954,1572
3152600,Pouso Alto,MG,548,397
3152709,Prados,MG,344,241
3152808,Prata,MG,1793,925
3152907,Pratápolis,MG,451,336
3153004,Pratinha,MG,471,366
3153103,Presidente Bernardes,MG,875,613
3153202,Presidente Juscelino,MG,167,95
3153301,Presidente Kubitschek,MG,107,66
3153400,Presidente Olegário,MG,2406,1918
3153509,Alto Jequitibá,MG,679,448
3153608,Prudente de Morais,MG,58,12
3153707,Quartel Geral,MG,368,211
3153806,Queluzito,MG,193,165
3153905,Raposos,MG,18,9
3154002,Raul Soares,MG,2332,1708
3154101,Recreio,MG,253,174
3154150,Reduto,MG,393,262
3154200,Resende Costa,MG,935,614
3154309,Resplendor,MG,945,576
3154408,Ressaquinha,MG,362,290
3154457,Riachinho,MG,994,648
3154507,Riacho dos Machados,MG,1230,895
3154606,Ribeirão das Neves,MG,142,76
3154705,Ribeirão Vermelho,MG,94,63
3154804,Rio Acima,MG,97,22
3154903,Rio Casca,MG,425,260
3155009,Rio Doce,MG,194,131
3155108,Rio do Prado,MG,275,227
3155207,Rio Espera,MG,1128,925
3155306,Rio Manso,MG,389,282
3155405,Rio Novo,MG,220,118
3155504,Rio Paranaíba,MG,1080,773
3155603,Rio Pardo de Minas,MG,3429,2750
3155702,Rio Piracicaba,MG,411,285
3155801,Rio Pomba,MG,531,391
3155900,Rio Preto,MG,297,163
3156007,Rio Vermelho,MG,1088,756
3156106,Ritápolis,MG,367,223
3156205,Rochedo de Minas,MG,71,39
3156304,Rodeiro,MG,123,107
3156403,Romaria,MG,196,134
3156452,Rosário da Limeira,MG,399,377
3156502,Rubelita,MG,1219,941
3156601,Rubim,MG,748,515
3156700,Sabará,MG,229,104
3156809,Sabinópolis,MG,1300,782
3156908,Sacramento,MG,1312,853
3157005,Salinas,MG,1970,1667
3157104,Salto da Divisa,MG,325,221
3157203,Santa Bárbara,MG,297,186
3157252,Santa Bárbara do Leste,MG,973,781
3157278,Santa Bárbara do Monte Verde,MG,291,180
3157302,Santa Bárbara do Tugúrio,MG,526,390
3157336,Santa Cruz de Minas,MG,1,
3157377,Santa Cruz de Salinas,MG,877,783
3157401,Santa Cruz do Escalvado,MG,402,311
3157500,Santa Efigênia de Minas,MG,201,157
3157609,Santa Fé de Minas,MG,500,330
3157658,Santa Helena de Minas,MG,293,270
3157708,Santa Juliana,MG,367,256
3157807,Santa Luzia,MG,220,89
3157906,Santa Margarida,MG,2068,1801
3158003,Santa Maria de Itabira,MG,623,341
3158102,Santa Maria do Salto,MG,339,256
3158201,Santa Maria do Suaçuí,MG,694,481
3158300,Santana da Vargem,MG,363,194
3158409,Santana de Cataguases,MG,450,409
3158508,Santana de Pirapama,MG,1123,780
3158607,Santana do Deserto,MG,69,33
3158706,Santana do Garambéu,MG,155,102
3158805,Santana do Jacaré,MG,129,82
3158904,Santana do Manhuaçu,MG,1215,993
3158953,Santana do Paraíso,MG,215,159
3159001,Santana do Riacho,MG,240,129
3159100,Santana dos Montes,MG,459,352
3159209,Santa Rita de Caldas,MG,1116,1009
3159308,Santa Rita de Jacutinga,MG,483,338
3159357,Santa Rita de Minas,MG,263,179
3159407,Santa Rita de Ibitipoca,MG,388,286
3159506,Santa Rita do Itueto,MG,731,571
3159605,Santa Rita do Sapucaí,MG,898,621
3159704,Santa Rosa da Serra,MG,426,307
3159803,Santa Vitória,MG,972,542
3159902,Santo Antônio do Amparo,MG,529,364
3160009,Santo Antônio do Aventureiro,MG,314,188
3160108,Santo Antônio do Grama,MG,239,161
3160207,Santo Antônio do Itambé,MG,192,129
3160306,Santo Antônio do Jacinto,MG,1099,867
3160405,Santo Antônio do Monte,MG,1341,839
3160454,Santo Antônio do Retiro,MG,874,712
3160504,Santo Antônio do Rio Abaixo,MG,156,98
3160603,Santo Hipólito,MG,154,79
3160702,Santos Dumont,MG,541,412
3160801,São Bento Abade,MG,72,51
3160900,São Brás do Suaçuí,MG,134,92
3160959,São Domingos das Dores,MG,625,502
3161007,São Domingos do Prata,MG,1165,767
3161056,São Félix de Minas,MG,302,245
3161106,São Francisco,MG,4207,3645
3161205,São Francisco de Paula,MG,460,300
3161304,São Francisco de Sales,MG,456,201
3161403,São Francisco do Glória,MG,408,321
3161502,São Geraldo,MG,460,374
3161601,São Geraldo da Piedade,MG,300,249
3161650,São Geraldo do Baixio,MG,296,191
3161700,São Gonçalo do Abaeté,MG,396,161
3161809,São Gonçalo do Pará,MG,390,206
3161908,São Gonçalo do Rio Abaixo,MG,445,253
3162005,São Gonçalo do Sapucaí,MG,576,384
3162104,São Gotardo,MG,998,664
3162203,São João Batista do Glória,MG,354,215
3162252,São João da Lagoa,MG,779,602
3162302,São João da Mata,MG,307,270
3162401,São João da Ponte,MG,3311,2341
3162450,São João das Missões,MG,1205,884
3162500,São João del Rei,MG,953,733
3162559,São João do Manhuaçu,MG,914,702
3162575,São João do Manteninha,MG,236,180
3162609,São João do Oriente,MG,315,233
3162658,São João do Pacuí,MG,458,354
3162708,São João do Paraíso,MG,2695,2053
3162807,São João Evangelista,MG,659,523
3162906,São João Nepomuceno,MG,612,460
3162922,São Joaquim de Bicas,MG,120,83
3162948,São José da Barra,MG,447,263
3162955,São José da Lapa,MG,31,17
3163003,São José da Safira,MG,81,42
3163102,São José da Varginha,MG,258,155
3163201,São José do Alegre,MG,237,209
3163300,São José do Divino,MG,337,182
3163409,São José do Goiabal,MG,437,350
3163508,São José do Jacuri,MG,651,442
3163607,São José do Mantimento,MG,296,249
3163706,São Lourenço,MG,76,48
3163805,São Miguel do Anta,MG,846,653
3163904,São Pedro da União,MG,1049,821
3164001,São Pedro dos Ferros,MG,369,225
3164100,São Pedro do Suaçuí,MG,375,265
3164209,São Romão,MG,725,590
3164308,São Roque de Minas,MG,1055,843
3164407,São Sebastião da Bela Vista,MG,275,193
3164431,São Sebastião da Vargem Alegre,MG,516,341
3164472,São Sebastião do Anta,MG,599,555
3164506,São Sebastião do Maranhão,MG,1155,962
3164605,São Sebastião do Oeste,MG,798,546
3164704,São Sebastião do Paraíso,MG,1115,626
3164803,São Sebastião do Rio Preto,MG,261,161
3164902,São Sebastião do Rio Verde,MG,280,186
3165008,São Tiago,MG,908,628
3165107,São Tomás de Aquino,MG,444,316
3165206,São Tomé das Letras,MG,432,378
3165305,São Vicente de Minas,MG,226,115
3165404,Sapucaí-Mirim,MG,289,189
3165503,Sardoá,MG,313,189
3165537,Sarzedo,MG,72,50
3165552,Setubinha,MG,1279,887
3165560,Sem-Peixe,MG,421,358
3165578,Senador Amaral,MG,590,547
3165602,Senador Cortes,MG,115,78
3165701,Senador Firmino,MG,226,193
3165800,Senador José Bento,MG,272,261
3165909,Senador Modestino Gonçalves,MG,771,601
3166006,Senhora de Oliveira,MG,307,245
3166105,Senhora do Porto,MG,286,182
3166204,Senhora dos Remédios,MG,1100,973
3166303,Sericita,MG,766,587
3166402,Seritinga,MG,106,69
3166501,Serra Azul de Minas,MG,354,233
3166600,Serra da Saudade,MG,156,67
3166709,Serra dos Aimorés,MG,100,67
3166808,Serra do Salitre,MG,918,533
3166907,Serrania,MG,227,117
3166956,Serranópolis de Minas,MG,713,613
3167004,Serranos,MG,171,78
3167103,Serro,MG,1683,952
3167202,Sete Lagoas,MG,651,385
3167301,Silveirânia,MG,236,152
3167400,Silvianópolis,MG,1053,932
3167509,Simão Pereira,MG,64,18
3167608,Simonésia,MG,2431,2225
3167707,Sobrália,MG,417,289
3167806,Soledade de Minas,MG,497,395
3167905,Tabuleiro,MG,272,204
3168002,Taiobeiras,MG,1160,869
3168051,Taparuba,MG,333,271
3168101,Tapira,MG,447,257
3168200,Tapiraí,MG,328,237
3168309,Taquaraçu de Minas,MG,203,93
3168408,Tarumirim,MG,955,727
3168507,Teixeiras,MG,722,532
3168606,Teófilo Otoni,MG,2717,1943
3168705,Timóteo,MG,70,55
3168804,Tiradentes,MG,103,87
3168903,Tiros,MG,1110,839
3169000,Tocantins,MG,569,430
3169059,Tocos do Moji,MG,617,592
3169109,Toledo,MG,523,324
3169208,Tombos,MG,586,406
3169307,Três Corações,MG,859,457
3169356,Três Marias,MG,348,183
3169406,Três Pontas,MG,1091,576
3169505,Tumiritinga,MG,461,249
3169604,Tupaciguara,MG,642,338
3169703,Turmalina,MG,1247,873
3169802,Turvolândia,MG,559,402
3169901,Ubá,MG,541,345
3170008,Ubaí,MG,1024,767
3170057,Ubaporanga,MG,1018,837
3170107,Uberaba,MG,2073,1033
3170206,Uberlândia,MG,2706,1704
3170305,Umburatiba,MG,167,83
3170404,Unaí,MG,3849,3177
3170438,União de Minas,MG,511,265
3170479,Uruana de Minas,MG,479,421
3170503,Urucânia,MG,233,129
3170529,Urucuia,MG,1334,923
3170578,Vargem Alegre,MG,269,177
3170602,Vargem Bonita,MG,181,127
3170651,Vargem Grande do Rio Pardo,MG,517,398
3170701,Varginha,MG,462,236
3170750,Varjão de Minas,MG,323,236
3170800,Várzea da Palma,MG,766,517
3170909,Varzelândia,MG,1139,760
3171006,Vazante,MG,990,685
3171030,Verdelândia,MG,745,484
3171071,Veredinha,MG,684,515
3171105,Veríssimo,MG,523,247
3171154,Vermelho Novo,MG,732,592
3171204,Vespasiano,MG,37,23
3171303,Viçosa,MG,909,583
3171402,Vieiras,MG,595,450
3171501,Mathias Lobato,MG,84,34
3171600,Virgem da Lapa,MG,1108,938
3171709,Virgínia,MG,1146,823
3171808,Virginópolis,MG,529,360
3171907,Virgolândia,MG,365,305
3172004,Visconde do Rio Branco,MG,800,605
3172103,Volta Grande,MG,131,54
3172202,Wenceslau Braz,MG,173,143
3200102,Afonso Cláudio,ES,3136,2292
3200136,Águia Branca,ES,1539,1200
3200169,Água Doce do Norte,ES,1350,964
3200201,Alegre,ES,2318,1746
3200300,Alfredo Chaves,ES,1799,1478
3200359,Alto Rio Novo,ES,853,615
3200409,Anchieta,ES,904,563
3200508,Apiacá,ES,674,515
3200607,Aracruz,ES,1036,775
3200706,Atílio Vivácqua,ES,501,401
3200805,Baixo Guandu,ES,1216,863
3200904,Barra de São Francisco,ES,2748,2222
3201001,Boa Esperança,ES,1039,739
3201100,Bom Jesus do Norte,ES,192,117
3201159,Brejetuba,ES,862,631
3201209,Cachoeiro de Itapemirim,ES,1968,1390
3201308,Cariacica,ES,465,319
3201407,Castelo,ES,2460,2096
3201506,Colatina,ES,2409,1568
3201605,Conceição da Barra,ES,646,503
3201704,Conceição do Castelo,ES,1046,718
3201803,Divino de São Lourenço,ES,657,538
3201902,Domingos Martins,ES,4511,3866
3202009,Dores do Rio Preto,ES,662,417
3202108,Ecoporanga,ES,2008,1487
3202207,Fundão,ES,455,351
3202256,Governador Lindenberg,ES,1127,850
3202306,Guaçuí,ES,1492,1050
3202405,Guarapari,ES,772,570
3202454,Ibatiba,ES,1839,1279
3202504,Ibiraçu,ES,382,302
3202553,Ibitirama,ES,1117,754
3202603,Iconha,ES,1023,865
3202652,Irupi,ES,1147,773
3202702,Itaguaçu,ES,1626,1368
3202801,Itapemirim,ES,997,680
3202900,Itarana,ES,1221,1120
3203007,Iúna,ES,2141,1446
3203056,Jaguaré,ES,1516,1179
3203106,Jerônimo Monteiro,ES,797,574
3203130,João Neiva,ES,376,299
3203163,Laranja da Terra,ES,1935,1495
3203205,Linhares,ES,2341,1337
3203304,Mantenópolis,ES,1390,912
3203320,Marataízes,ES,1399,1206
3203346,Marechal Floriano,ES,916,626
3203353,Marilândia,ES,804,458
3203403,Mimoso do Sul,ES,3200,2619
3203502,Montanha,ES,1016,734
3203601,Mucurici,ES,612,383
3203700,Muniz Freire,ES,2379,1840
3203809,Muqui,ES,1251,1035
3203908,Nova Venécia,ES,3090,2439
3204005,Pancas,ES,2000,1308
3204054,Pedro Canário,ES,434,212
3204104,Pinheiros,ES,1010,638
3204203,Piúma,ES,160,101
3204252,Ponto Belo,ES,394,274
3204302,Presidente Kennedy,ES,699,433
3204351,Rio Bananal,ES,1932,1308
3204401,Rio Novo do Sul,ES,673,614
3204500,Santa Leopoldina,ES,2296,2014
3204559,Santa Maria de Jetibá,ES,5183,4367
3204609,Santa Teresa,ES,2012,1611
3204658,São Domingos do Norte,ES,1135,763
3204708,São Gabriel da Palha,ES,1732,1110
3204807,São José do Calçado,ES,787,446
3204906,São Mateus,ES,4189,3261
3204955,São Roque do Canaã,ES,1029,733
3205002,Serra,ES,269,152
3205010,Sooretama,ES,656,452
3205036,Vargem Alta,ES,1255,961
3205069,Venda Nova do Imigrante,ES,715,401
3205101,Viana,ES,624,416
3205150,Vila Pavão,ES,1447,1236
3205176,Vila Valério,ES,1796,1249
3205200,Vila Velha,ES,211,135
3205309,Vitória,ES,16,13
3300100,Angra dos Reis,RJ,420,246
3300159,Aperibé,RJ,288,203
3300209,Araruama,RJ,830,391
3300225,Areal,RJ,84,36
3300233,Armação dos Búzios,RJ,20,14
3300258,Arraial do Cabo,RJ,7,6
3300308,Barra do Piraí,RJ,348,173
3300407,Barra Mansa,RJ,760,395
3300456,Belford Roxo,RJ,17,15
3300506,Bom Jardim,RJ,1006,728
3300605,Bom Jesus do Itabapoana,RJ,1111,664
3300704,Cabo Frio,RJ,349,248
3300803,Cachoeiras de Macacu,RJ,2162,1706
3300902,Cambuci,RJ,1151,840
3300936,Carapebus,RJ,549,300
3300951,Comendador Levy Gasparian,RJ,86,33
3301009,Campos dos Goytacazes,RJ,7789,4972
3301108,Cantagalo,RJ,942,556
3301157,Cardoso Moreira,RJ,588,412
3301207,Carmo,RJ,476,298
3301306,Casimiro de Abreu,RJ,291,155
3301405,Conceição de Macabu,RJ,335,214
3301504,Cordeiro,RJ,184,98
3301603,Duas Barras,RJ,570,409
3301702,Duque de Caxias,RJ,388,216
3301801,Engenheiro Paulo de Frontin,RJ,67,27
3301850,Guapimirim,RJ,258,126
3301876,Iguaba Grande,RJ,66,37
3301900,Itaboraí,RJ,448,236
3302007,Itaguaí,RJ,434,287
3302056,Italva,RJ,409,283
3302106,Itaocara,RJ,1497,1107
3302205,Itaperuna,RJ,1596,959
3302254,Itatiaia,RJ,72,41
3302270,Japeri,RJ,284,258
3302304,Laje do Muriaé,RJ,349,238
3302403,Macaé,RJ,886,484
3302452,Macuco,RJ,73,33
3302502,Magé,RJ,1040,583
3302601,Mangaratiba,RJ,280,164
3302700,Maricá,RJ,294,149
3302809,Mendes,RJ,41,15
3302858,Mesquita,RJ,56,50
3302908,Miguel Pereira,RJ,203,96
3303005,Miracema,RJ,387,170
3303104,Natividade,RJ,703,445
3303302,Niterói,RJ,22,8
3303401,Nova Friburgo,RJ,2057,1693
3303500,Nova Iguaçu,RJ,576,466
3303609,Paracambi,RJ,374,207
3303708,Paraíba do Sul,RJ,314,166
3303807,Paraty,RJ,601,377
3303856,Paty do Alferes,RJ,734,471
3303906,Petrópolis,RJ,768,504
3303955,Pinheiral,RJ,112,80
3304003,Piraí,RJ,596,241
3304102,Porciúncula,RJ,1091,921
3304110,Porto Real,RJ,52,31
3304128,Quatis,RJ,391,206
3304144,Queimados,RJ,138,128
3304151,Quissamã,RJ,305,145
3304201,Resende,RJ,519,285
3304300,Rio Bonito,RJ,637,365
3304409,Rio Claro,RJ,663,425
3304508,Rio das Flores,RJ,228,91
3304524,Rio das Ostras,RJ,208,95
3304557,Rio de Janeiro,RJ,1101,746
3304607,Santa Maria Madalena,RJ,951,425
3304706,Santo Antônio de Pádua,RJ,1082,670
3304755,São Francisco de Itabapoana,RJ,3693,2886
3304805,São Fidélis,RJ,1766,1111
3304904,São Gonçalo,RJ,288,159
3305000,São João da Barra,RJ,692,542
3305109,São João de Meriti,RJ,1,
3305133,São José de Ubá,RJ,533,335
3305158,São José do Vale do Rio Preto,RJ,689,485
3305208,São Pedro da Aldeia,RJ,289,185
3305307,São Sebastião do Alto,RJ,776,566
3305406,Sapucaia,RJ,684,548
3305505,Saquarema,RJ,454,289
3305554,Seropédica,RJ,444,273
3305604,Silva Jardim,RJ,686,388
3305703,Sumidouro,RJ,2674,2331
3305752,Tanguá,RJ,441,292
3305802,Teresópolis,RJ,3492,3018
3305901,Trajano de Moraes,RJ,1101,896
3306008,Três Rios,RJ,305,139
3306107,Valença,RJ,1143,672
3306156,Varre-Sai,RJ,676,461
3306206,Vassouras,RJ,435,207
3306305,Volta Redonda,RJ,248,141
3500105,Adamantina,SP,529,360
3500204,Adolfo,SP,82,62
3500303,Aguaí,SP,507,368
3500402,Águas da Prata,SP,113,71
3500501,Águas de Lindóia,SP,69,42
3500550,Águas de Santa Bárbara,SP,212,109
3500709,Agudos,SP,301,171
3500758,Alambari,SP,168,98
3500808,Alfredo Marcondes,SP,235,163
3500907,Altair,SP,103,67
3501004,Altinópolis,SP,282,156
3501103,Alto Alegre,SP,468,369
3501152,Alumínio,SP,8,2
3501202,Álvares Florence,SP,508,357
3501301,Álvares Machado,SP,660,428
3501400,Álvaro de Carvalho,SP,93,33
3501509,Alvinlândia,SP,102,51
3501608,Americana,SP,42,33
3501707,Américo Brasiliense,SP,17,11
3501806,Américo de Campos,SP,374,318
3501905,Amparo,SP,525,291
3502002,Analândia,SP,116,44
3502101,Andradina,SP,838,642
3502200,Angatuba,SP,931,636
3502309,Anhembi,SP,184,92
3502408,Anhumas,SP,223,131
3502507,Aparecida,SP,83,37
3502606,Aparecida d'Oeste,SP,397,293
3502705,Apiaí,SP,534,346
3502754,Araçariguama,SP,10,4
3502804,Araçatuba,SP,1020,776
3502903,Araçoiaba da Serra,SP,315,174
3503000,Aramina,SP,82,44
3503109,Arandu,SP,185,98
3503158,Arapeí,SP,83,41
3503208,Araraquara,SP,711,541
3503307,Araras,SP,358,219
3503356,Arco-Íris,SP,191,116
3503406,Arealva,SP,645,414
3503505,Areias,SP,82,32
3503604,Areiópolis,SP,21,8
3503703,Ariranha,SP,106,55
3503802,Artur Nogueira,SP,568,383
3503901,Arujá,SP,127,90
3503950,Aspásia,SP,142,106
3504008,Assis,SP,389,255
3504107,Atibaia,SP,600,346
3504206,Auriflama,SP,349,236
3504305,Avaí,SP,374,180
3504404,Avanhandava,SP,170,114
3504503,Avaré,SP,665,354
3504602,Bady Bassitt,SP,153,89
3504701,Balbinos,SP,64,27
3504800,Bálsamo,SP,252,146
3504909,Bananal,SP,236,142
3505005,Barão de Antonina,SP,219,170
3505104,Barbosa,SP,109,69
3505203,Bariri,SP,369,223
3505302,Barra Bonita,SP,55,29
3505351,Barra do Chapéu,SP,441,309
3505401,Barra do Turvo,SP,547,345
3505500,Barretos,SP,975,645
3505609,Barrinha,SP,22,8
3505807,Bastos,SP,382,196
3505906,Batatais,SP,376,241
3506003,Bauru,SP,395,207
3506102,Bebedouro,SP,599,368
3506201,Bento de Abreu,SP,55,28
3506300,Bernardino de Campos,SP,254,187
3506359,Bertioga,SP,1,
3506409,Bilac,SP,263,193
3506508,Birigui,SP,650,465
3506607,Biritiba Mirim,SP,433,294
3506706,Boa Esperança do Sul,SP,167,89
3506805,Bocaina,SP,131,57
3506904,Bofete,SP,227,118
3507001,Boituva,SP,191,126
3507100,Bom Jesus dos Perdões,SP,65,35
3507159,Bom Sucesso de Itararé,SP,56,22
3507209,Borá,SP,38,13
3507308,Boracéia,SP,72,31
3507407,Borborema,SP,410,224
3507456,Borebi,SP,70,38
3507506,Botucatu,SP,359,164
3507605,Bragança Paulista,SP,583,350
3507704,Braúna,SP,156,127
3507753,Brejo Alegre,SP,91,73
3507803,Brodowski,SP,153,78
3507902,Brotas,SP,396,202
3508009,Buri,SP,530,351
3508108,Buritama,SP,397,254
3508207,Buritizal,SP,153,103
3508306,Cabrália Paulista,SP,99,46
3508405,Cabreúva,SP,102,40
3508504,Caçapava,SP,119,39
3508603,Cachoeira Paulista,SP,254,96
3508702,Caconde,SP,1262,961
3508801,Cafelândia,SP,253,81
3508900,Caiabu,SP,189,122
3509007,Caieiras,SP,18,10
3509106,Caiuá,SP,658,530
3509205,Cajamar,SP,72,37
3509254,Cajati,SP,520,351
3509304,Cajobi,SP,181,95
3509403,Cajuru,SP,736,365
3509452,Campina do Monte Alegre,SP,141,97
3509502,Campinas,SP,582,273
3509601,Campo Limpo Paulista,SP,15,11
3509700,Campos do Jordão,SP,34,13
3509809,Campos Novos Paulista,SP,191,117
3509908,Cananéia,SP,115,48
3509957,Canas,SP,41,31
3510005,Cândido Mota,SP,351,213
3510104,Cândido Rodrigues,SP,134,83
3510153,Canitar,SP,21,9
3510203,Capão Bonito,SP,760,488
3510302,Capela do Alto,SP,157,100
3510401,Capivari,SP,133,58
3510500,Caraguatatuba,SP,87,51
3510708,Cardoso,SP,263,186
3510807,Casa Branca,SP,504,286
3510906,Cássia dos Coqueiros,SP,320,221
3511003,Castilho,SP,1199,999
3511102,Catanduva,SP,157,102
3511201,Catiguá,SP,48,34
3511300,Cedral,SP,298,189
3511409,Cerqueira César,SP,394,217
3511508,Cerquilho,SP,180,124
3511607,Cesário Lange,SP,197,100
3511706,Charqueada,SP,107,50
3511904,Clementina,SP,127,80
3512001,Colina,SP,200,88
3512100,Colômbia,SP,221,137
3512209,Conchal,SP,359,245
3512308,Conchas,SP,509,410
3512407,Cordeirópolis,SP,120,102
3512506,Coroados,SP,332,230
3512605,Coronel Macedo,SP,284,166
3512704,Corumbataí,SP,355,165
3512803,Cosmópolis,SP,178,119
3512902,Cosmorama,SP,598,406
3513009,Cotia,SP,183,122
3513108,Cravinhos,SP,113,32
3513207,Cristais Paulista,SP,444,201
3513306,Cruzália,SP,97,58
3513405,Cruzeiro,SP,192,105
3513504,Cubatão,SP,3,1
3513603,Cunha,SP,2287,1691
3513702,Descalvado,SP,396,235
3513801,Diadema,SP,16,15
3513850,Dirce Reis,SP,131,116
3513900,Divinolândia,SP,633,513
3514007,Dobrada,SP,29,10
3514106,Dois Córregos,SP,367,225
3514205,Dolcinópolis,SP,107,64
3514304,Dourado,SP,63,18
3514403,Dracena,SP,572,410
3514502,Duartina,SP,248,125
3514601,Dumont,SP,178,116
3514700,Echaporã,SP,272,144
3514809,Eldorado,SP,848,531
3514908,Elias Fausto,SP,295,184
3514924,Elisiário,SP,49,29
3514957,Embaúba,SP,63,31
3515004,Embu das Artes,SP,27,18
3515103,Embu-Guaçu,SP,105,58
3515129,Emilianópolis,SP,194,103
3515152,Engenheiro Coelho,SP,317,187
3515186,Espírito Santo do Pinhal,SP,481,276
3515194,Espírito Santo do Turvo,SP,97,42
3515202,Estrela d'Oeste,SP,270,205
3515301,Estrela do Norte,SP,136,87
3515350,Euclides da Cunha Paulista,SP,751,667
3515400,Fartura,SP,475,336
3515509,Fernandópolis,SP,584,437
3515608,Fernando Prestes,SP,313,228
3515657,Fernão,SP,205,126
3515707,Ferraz de Vasconcelos,SP,16,9
3515806,Flora Rica,SP,109,52
3515905,Floreal,SP,230,184
3516002,Flórida Paulista,SP,512,345
3516101,Florínea,SP,46,20
3516200,Franca,SP,541,296
3516309,Francisco Morato,SP,26,22
3516408,Franco da Rocha,SP,137,70
3516507,Gabriel Monteiro,SP,178,133
3516606,Gália,SP,316,186
3516705,Garça,SP,578,254
3516804,Gastão Vidigal,SP,209,137
3516853,Gavião Peixoto,SP,56,29
3516903,General Salgado,SP,354,222
3517000,Getulina,SP,218,130
3517109,Glicério,SP,248,201
3517208,Guaiçara,SP,124,87
3517307,Guaimbê,SP,86,36
3517406,Guaíra,SP,313,149
3517505,Guapiaçu,SP,510,331
3517604,Guapiara,SP,819,737
3517703,Guará,SP,146,78
3517802,Guaraçaí,SP,402,263
3517901,Guaraci,SP,189,119
3518008,Guarani d'Oeste,SP,93,60
3518107,Guarantã,SP,298,193
3518206,Guararapes,SP,362,194
3518305,Guararema,SP,221,123
3518404,Guaratinguetá,SP,372,181
3518503,Guareí,SP,764,530
3518602,Guariba,SP,82,49
3518701,Guarujá,SP,9,9
3518800,Guarulhos,SP,83,59
3518859,Guatapará,SP,169,111
