ibge7,municipio,uf,domicilios_total,domicilios_com_internet
2509206,Massaranduba,PB,4860,3529
2509305,Mataraca,PB,2684,1918
2509339,Matinhas,PB,1488,1051
2509370,Mato Grosso,PB,828,644
2509396,Maturéia,PB,2303,1873
2509404,Mogeiro,PB,4789,3287
2509503,Montadas,PB,1952,1546
2509602,Monte Horebe,PB,1575,1086
2509701,Monteiro,PB,12133,9594
2509800,Mulungu,PB,3039,2158
2509909,Natuba,PB,3079,2331
2510006,Nazarezinho,PB,2520,1787
2510105,Nova Floresta,PB,3581,2800
2510204,Nova Olinda,PB,1970,1509
2510303,Nova Palmeira,PB,1548,1220
2510402,Olho d'Água,PB,2039,1532
2510501,Olivedos,PB,1286,994
2510600,Ouro Velho,PB,1120,819
2510659,Parari,PB,644,496
2510709,Passagem,PB,860,639
2510808,Patos,PB,36242,30910
2510907,Paulista,PB,4129,3235
2511004,Pedra Branca,PB,1271,980
2511103,Pedra Lavrada,PB,2485,1960
2511202,Pedras de Fogo,PB,9757,7878
2511301,Piancó,PB,5639,4437
2511400,Picuí,PB,6561,5383
2511509,Pilar,PB,4152,2878
2511608,Pilões,PB,2084,1434
2511707,Pilõezinhos,PB,1737,1270
2511806,Pirpirituba,PB,3084,2346
2511905,Pitimbu,PB,5407,4483
2512002,Pocinhos,PB,5761,4329
2512036,Poço Dantas,PB,1277,933
2512077,Poço de José de Moura,PB,1450,1217
2512101,Pombal,PB,11302,9303
2512200,Prata,PB,1430,1126
2512309,Princesa Isabel,PB,7348,6090
2512408,Puxinanã,PB,4802,3749
2512507,Queimadas,PB,16576,13776
2512606,Quixaba,PB,575,470
2512705,Remígio,PB,5972,4530
2512721,Pedro Régis,PB,1949,1364
2512747,Riachão,PB,1016,681
2512754,Riachão do Bacamarte,PB,1597,1251
2512762,Riachão do Poço,PB,1596,1083
2512788,Riacho de Santo Antônio,PB,658,536
2512804,Riacho dos Cavalos,PB,2827,2122
2512903,Rio Tinto,PB,8210,6180
2513000,Salgadinho,PB,1110,864
2513109,Salgado de São Félix,PB,4069,2911
2513158,Santa Cecília,PB,2622,2039
2513208,Santa Cruz,PB,2054,1637
2513307,Santa Helena,PB,2078,1634
2513356,Santa Inês,PB,1054,784
2513406,Santa Luzia,PB,5260,4520
2513505,Santana de Mangueira,PB,1610,1106
2513604,Santana dos Garrotes,PB,2297,1544
2513653,Joca Claudino,PB,875,744
2513703,Santa Rita,PB,49541,41415
2513802,Santa Teresinha,PB,1484,1201
2513851,Santo André,PB,996,765
2513901,São Bento,PB,10944,8580
2513927,São Bentinho,PB,1491,1094
2513943,São Domingos do Cariri,PB,920,761
2513968,São Domingos,PB,922,692
2513984,São Francisco,PB,1120,875
2514008,São João do Cariri,PB,1524,1233
2514107,São João do Tigre,PB,1700,1178
2514206,São José da Lagoa Tapada,PB,2529,1759
2514305,São José de Caiana,PB,1675,1284
2514404,São José de Espinharas,PB,1339,1043
2514453,São José dos Ramos,PB,1965,1454
2514503,São José de Piranhas,PB,6658,4983
2514552,São José de Princesa,PB,1170,894
2514602,São José do Bonfim,PB,1101,914
2514651,São José do Brejo do Cruz,PB,543,421
2514701,São José do Sabugi,PB,1415,1213
2514800,São José dos Cordeiros,PB,1288,1029
2514909,São Mamede,PB,2676,2230
2515005,São Miguel de Taipu,PB,2282,1423
2515104,São Sebastião de Lagoa de Roça,PB,3768,3048
2515203,São Sebastião do Umbuzeiro,PB,1261,923
2515302,Sapé,PB,16876,12141
2515401,São Vicente do Seridó,PB,3406,2401
2515500,Serra Branca,PB,5058,4232
2515609,Serra da Raiz,PB,1000,830
2515708,Serra Grande,PB,1044,737
2515807,Serra Redonda,PB,2429,1779
2515906,Serraria,PB,1636,1125
2515930,Sertãozinho,PB,1716,1327
2515971,Sobrado,PB,2762,2004
2516003,Solânea,PB,9096,7092
2516102,Soledade,PB,4782,3800
2516151,Sossêgo,PB,1160,931
2516201,Sousa,PB,22564,18761
2516300,Sumé,PB,6635,5464
2516409,Tacima,PB,2736,1823
2516508,Taperoá,PB,4976,3818
2516607,Tavares,PB,4798,3694
2516706,Teixeira,PB,5024,4287
2516755,Tenório,PB,1078,855
2516805,Triunfo,PB,3168,2517
2516904,Uiraúna,PB,5099,4208
2517001,Umbuzeiro,PB,3002,2343
2517100,Várzea,PB,993,867
2517209,Vieirópolis,PB,1621,1160
2517407,Zabelê,PB,834,643
2600054,Abreu e Lima,PE,34668,30264
2600104,Afogados da Ingazeira,PE,14829,12170
2600203,Afrânio,PE,5797,3967
2600302,Agrestina,PE,8552,6201
2600401,Água Preta,PE,8789,7190
2600500,Águas Belas,PE,13440,9025
2600609,Alagoinha,PE,4884,3896
2600708,Aliança,PE,12251,9280
2600807,Altinho,PE,7900,5363
2600906,Amaraji,PE,6407,4697
2601003,Angelim,PE,3481,2494
2601052,Araçoiaba,PE,6294,4633
2601102,Araripina,PE,27512,20794
2601201,Arcoverde,PE,27701,23374
2601300,Barra de Guabiraba,PE,4057,3072
2601409,Barreiros,PE,13360,11023
2601508,Belém de Maria,PE,3407,2434
2601607,Belém do São Francisco,PE,5624,4401
2601706,Belo Jardim,PE,29220,23439
2601805,Betânia,PE,3780,2840
2601904,Bezerros,PE,23802,18156
2602001,Bodocó,PE,11146,7925
2602100,Bom Conselho,PE,15175,10587
2602209,Bom Jardim,PE,13261,9824
2602308,Bonito,PE,13255,9235
2602407,Brejão,PE,3052,2236
2602506,Brejinho,PE,2880,2480
2602605,Brejo da Madre de Deus,PE,17177,12437
2602704,Buenos Aires,PE,4428,3195
2602803,Buíque,PE,17107,10527
2602902,Cabo de Santo Agostinho,PE,71780,61740
2603009,Cabrobó,PE,10005,7412
2603108,Cachoeirinha,PE,7320,5736
2603207,Caetés,PE,9278,7271
2603306,Calçado,PE,3770,2683
2603405,Calumbi,PE,1795,1471
2603454,Camaragibe,PE,53396,46326
2603504,Camocim de São Félix,PE,6296,5060
2603603,Camutanga,PE,2556,1931
2603702,Canhotinho,PE,7840,5251
2603801,Capoeiras,PE,6040,4614
2603900,Carnaíba,PE,6799,5130
2603926,Carnaubeira da Penha,PE,3410,2047
2604007,Carpina,PE,27661,23840
2604106,Caruaru,PE,138483,120551
2604155,Casinhas,PE,4211,3143
2604205,Catende,PE,10868,8553
2604304,Cedro,PE,3399,2699
2604403,Chã de Alegria,PE,4385,3194
2604502,Chã Grande,PE,7286,5119
2604601,Condado,PE,8295,6651
2604700,Correntes,PE,5162,3802
2604809,Cortês,PE,3612,2946
2604908,Cumaru,PE,5679,3770
2605004,Cupira,PE,8463,6585
2605103,Custódia,PE,13444,10688
2605152,Dormentes,PE,5810,4626
2605202,Escada,PE,21033,17156
2605301,Exu,PE,10142,7741
2605400,Feira Nova,PE,7694,5612
2605459,Fernando de Noronha,PE,711,659
2605509,Ferreiros,PE,4947,3703
2605608,Flores,PE,7522,5465
2605707,Floresta,PE,9428,7687
2605806,Frei Miguelinho,PE,5147,3962
2605905,Gameleira,PE,6189,5046
2606002,Garanhuns,PE,48978,42689
2606101,Glória do Goitá,PE,10187,6955
2606200,Goiana,PE,27962,23046
2606309,Granito,PE,2261,1827
2606408,Gravatá,PE,32063,25817
2606507,Iati,PE,5677,3959
2606606,Ibimirim,PE,8854,6539
2606705,Ibirajuba,PE,2641,1907
2606804,Igarassu,PE,40502,34801
2606903,Iguaracy,PE,4055,2945
2607000,Inajá,PE,7309,4503
2607109,Ingazeira,PE,1693,1452
2607208,Ipojuca,PE,33194,28690
2607307,Ipubi,PE,9337,5900
2607406,Itacuruba,PE,1342,1013
2607505,Itaíba,PE,10706,8337
2607604,Ilha de Itamaracá,PE,7766,6329
2607653,Itambé,PE,11526,8705
2607703,Itapetim,PE,5490,4453
2607752,Itapissuma,PE,8222,7002
2607802,Itaquitinga,PE,5145,3551
2607901,Jaboatão dos Guararapes,PE,235231,207607
2607950,Jaqueira,PE,3265,2456
2608008,Jataúba,PE,5769,4289
2608057,Jatobá,PE,4687,3588
2608107,João Alfredo,PE,10272,7410
2608206,Joaquim Nabuco,PE,4378,3475
2608255,Jucati,PE,3810,2807
2608305,Jupi,PE,5314,4063
2608404,Jurema,PE,4791,3338
2608453,Lagoa do Carro,PE,6341,4870
2608503,Lagoa de Itaenga,PE,6702,4956
2608602,Lagoa do Ouro,PE,4160,2841
2608701,Lagoa dos Gatos,PE,4969,3624
2608750,Lagoa Grande,PE,8048,6511
2608800,Lajedo,PE,13920,10721
2608909,Limoeiro,PE,20178,14929
2609006,Macaparana,PE,7951,6190
2609105,Machados,PE,3842,2929
2609154,Manari,PE,6699,3677
2609204,Maraial,PE,3098,2273
2609303,Mirandiba,PE,4473,3388
2609402,Moreno,PE,19600,15740
2609501,Nazaré da Mata,PE,10671,8141
2609600,Olinda,PE,127323,110917
2609709,Orobó,PE,7385,5585
2609808,Orocó,PE,4287,3514
2609907,Ouricuri,PE,21481,15844
2610004,Palmares,PE,18413,15161
2610103,Palmeirina,PE,2477,1735
2610202,Panelas,PE,8204,5342
2610301,Paranatama,PE,4205,3066
2610400,Parnamirim,PE,6097,4597
2610509,Passira,PE,10367,7299
2610608,Paudalho,PE,18911,15430
2610707,Paulista,PE,124336,112514
2610806,Pedra,PE,7724,5151
2610905,Pesqueira,PE,22046,16490
2611002,Petrolândia,PE,10915,8810
2611101,Petrolina,PE,128280,115689
2611200,Poção,PE,3848,2290
2611309,Pombos,PE,9863,7205
2611408,Primavera,PE,4490,3368
2611507,Quipapá,PE,6125,4477
2611533,Quixaba,PE,2278,1624
2611606,Recife,PE,547539,489530
2611705,Riacho das Almas,PE,7744,5470
2611804,Ribeirão,PE,11915,9372
2611903,Rio Formoso,PE,6445,5018
2612000,Sairé,PE,4118,2695
2612109,Salgadinho,PE,2051,1354
2612208,Salgueiro,PE,20396,16724
2612307,Saloá,PE,4774,3269
2612406,Sanharó,PE,6605,4995
2612455,Santa Cruz,PE,4370,3284
2612471,Santa Cruz da Baixa Verde,PE,3982,2947
2612505,Santa Cruz do Capibaribe,PE,34727,30853
2612554,Santa Filomena,PE,4091,3058
2612604,Santa Maria da Boa Vista,PE,12532,9650
2612703,Santa Maria do Cambucá,PE,4940,3812
2612802,Santa Terezinha,PE,3736,3014
2612901,São Benedito do Sul,PE,3854,2869
2613008,São Bento do Una,PE,17217,12762
2613107,São Caitano,PE,13461,9695
2613206,São João,PE,7927,6031
2613305,São Joaquim do Monte,PE,7203,5202
2613404,São José da Coroa Grande,PE,6106,5182
2613503,São José do Belmonte,PE,11529,8761
2613602,São José do Egito,PE,11845,9075
2613701,São Lourenço da Mata,PE,39444,32173
2613800,São Vicente Férrer,PE,5674,4425
2613909,Serra Talhada,PE,32416,25984
2614006,Serrita,PE,5578,4440
2614105,Sertânia,PE,11775,8690
2614204,Sirinhaém,PE,11900,10029
2614303,Moreilândia,PE,3482,2642
2614402,Solidão,PE,1797,1414
2614501,Surubim,PE,22731,18601
2614600,Tabira,PE,9966,8059
2614709,Tacaimbó,PE,4819,3105
2614808,Tacaratu,PE,7349,4932
2614857,Tamandaré,PE,7639,6634
2615003,Taquaritinga do Norte,PE,8898,7235
2615102,Terezinha,PE,2152,1454
2615201,Terra Nova,PE,2841,2191
2615300,Timbaúba,PE,16209,12561
2615409,Toritama,PE,14202,12064
2615508,Tracunhaém,PE,4666,3690
2615607,Trindade,PE,9899,7537
2615706,Triunfo,PE,5269,4385
2615805,Tupanatinga,PE,7924,5430
2615904,Tuparetama,PE,2949,2499
2616001,Venturosa,PE,5796,4404
2616100,Verdejante,PE,2958,2136
2616183,Vertente do Lério,PE,2656,1903
2616209,Vertentes,PE,7876,6412
2616308,Vicência,PE,9078,6908
2616407,Vitória de Santo Antão,PE,48330,39522
2616506,Xexéu,PE,3952,3331
2700102,Água Branca,AL,5712,4204
2700201,Anadia,AL,4783,2845
2700300,Arapiraca,AL,77712,66332
2700409,Atalaia,AL,11952,9217
2700508,Barra de Santo Antônio,AL,5236,4450
2700607,Barra de São Miguel,AL,2528,2201
2700706,Batalha,AL,5114,4027
2700805,Belém,AL,1678,1235
2700904,Belo Monte,AL,1845,1318
2701001,Boca da Mata,AL,7013,5028
2701100,Branquinha,AL,3022,2201
2701209,Cacimbinhas,AL,3579,2192
2701308,Cajueiro,AL,4963,3893
2701357,Campestre,AL,2090,1575
2701407,Campo Alegre,AL,10323,8240
2701506,Campo Grande,AL,2656,1599
2701605,Canapi,AL,5046,3478
2701704,Capela,AL,4666,3714
2701803,Carneiros,AL,2738,1970
2701902,Chã Preta,AL,1928,1190
2702009,Coité do Nóia,AL,3609,2709
2702108,Colônia Leopoldina,AL,5183,3940
2702207,Coqueiro Seco,AL,1855,1438
2702306,Coruripe,AL,16434,13471
2702355,Craíbas,AL,8101,6162
2702405,Delmiro Gouveia,AL,17026,14391
2702504,Dois Riachos,AL,3265,2327
2702553,Estrela de Alagoas,AL,5537,3295
2702603,Feira Grande,AL,7390,5114
2702702,Feliz Deserto,AL,1328,1064
2702801,Flexeiras,AL,3105,2098
2702900,Girau do Ponciano,AL,11025,6772
2703007,Ibateguara,AL,4587,3375
2703106,Igaci,AL,8429,5750
2703205,Igreja Nova,AL,7098,4869
2703304,Inhapi,AL,4794,3015
2703403,Jacaré dos Homens,AL,1629,965
2703502,Jacuípe,AL,1753,1358
2703601,Japaratinga,AL,2867,2222
2703700,Jaramataia,AL,1597,1037
2703759,Jequiá da Praia,AL,2981,2604
2703809,Joaquim Gomes,AL,5318,3875
2703908,Jundiá,AL,1367,973
2704005,Junqueiro,AL,8018,6175
2704104,Lagoa da Canoa,AL,5927,4370
2704203,Limoeiro de Anadia,AL,8060,6267
2704302,Maceió,AL,335482,300757
2704401,Major Isidoro,AL,5883,4464
2704500,Maragogi,AL,10041,8156
2704609,Maravilha,AL,3206,2200
2704708,Marechal Deodoro,AL,19611,16453
2704807,Maribondo,AL,4432,3398
2704906,Mar Vermelho,AL,1062,784
2705002,Mata Grande,AL,7059,4317
2705101,Matriz de Camaragibe,AL,7327,5521
2705200,Messias,AL,4980,3967
2705309,Minador do Negrão,AL,1622,1192
2705408,Monteirópolis,AL,2211,1454
2705507,Murici,AL,7724,6433
2705606,Novo Lino,AL,3238,2467
2705705,Olho d'Água das Flores,AL,6798,5065
2705804,Olho d'Água do Casado,AL,2602,1967
2705903,Olho d'Água Grande,AL,1374,847
2706000,Olivença,AL,3575,2054
2706109,Ouro Branco,AL,3970,3009
2706208,Palestina,AL,1320,884
2706307,Palmeira dos Índios,AL,24424,18775
2706406,Pão de Açúcar,AL,7578,5736
2706422,Pariconha,AL,3263,2539
2706448,Paripueira,AL,4395,3848
2706505,Passo de Camaragibe,AL,4228,3479
2706604,Paulo Jacinto,AL,2291,1688
2706703,Penedo,AL,19611,15824
2706802,Piaçabuçu,AL,5248,3995
2706901,Pilar,AL,11593,9832
2707008,Pindoba,AL,832,578
2707107,Piranhas,AL,7031,5959
2707206,Poço das Trincheiras,AL,4049,2273
2707305,Porto Calvo,AL,7637,6030
2707404,Porto de Pedras,AL,2823,2088
2707503,Porto Real do Colégio,AL,6497,4822
2707602,Quebrangulo,AL,3681,2481
2707701,Rio Largo,AL,31242,27332
2707800,Roteiro,AL,1985,1612
2707909,Santa Luzia do Norte,AL,2182,1888
2708006,Santana do Ipanema,AL,15081,10881
2708105,Santana do Mundaú,AL,3816,2837
2708204,São Brás,AL,2129,1329
2708303,São José da Laje,AL,6825,5631
2708402,São José da Tapera,AL,9540,7007
2708501,São Luís do Quitunde,AL,9298,7191
2708600,São Miguel dos Campos,AL,16919,14588
2708709,São Miguel dos Milagres,AL,2686,2154
2708808,São Sebastião,AL,10451,8201
2708907,Satuba,AL,7880,7209
2708956,Senador Rui Palmeira,AL,3673,2210
2709004,Tanque d'Arca,AL,2066,1458
2709103,Taquarana,AL,6494,4759
2709152,Teotônio Vilela,AL,12347,10094
2709202,Traipu,AL,7346,4732
2709301,União dos Palmares,AL,19703,15562
2709400,Viçosa,AL,7886,6009
2800100,Amparo do São Francisco,SE,742,530
2800209,Aquidabã,SE,7413,5226
2800308,Aracaju,SE,218543,198019
2800407,Arauá,SE,3629,2625
2800506,Areia Branca,SE,6149,4835
2800605,Barra dos Coqueiros,SE,14529,13225
2800670,Boquim,SE,8857,6995
2800704,Brejo Grande,SE,2477,1569
2801009,Campo do Brito,SE,6791,5266
2801108,Canhoba,SE,1268,769
2801207,Canindé de São Francisco,SE,8717,7064
2801306,Capela,SE,10804,6969
2801405,Carira,SE,7376,5517
2801504,Carmópolis,SE,4695,3979
2801603,Cedro de São João,SE,1933,1295
2801702,Cristinápolis,SE,5743,3860
2801900,Cumbe,SE,1372,897
2802007,Divina Pastora,SE,1453,1166
2802106,Estância,SE,23228,17320
2802205,Feira Nova,SE,2119,1495
2802304,Frei Paulo,SE,5069,4009
2802403,Gararu,SE,3949,2862
2802502,General Maynard,SE,1108,849
2802601,Graccho Cardoso,SE,2117,1202
2802700,Ilha das Flores,SE,2769,1818
2802809,Indiaroba,SE,5261,3415
2802908,Itabaiana,SE,37879,30904
2803005,Itabaianinha,SE,13334,9297
2803104,Itabi,SE,1835,1106
2803203,Itaporanga d'Ajuda,SE,12184,9200
2803302,Japaratuba,SE,5685,4246
2803401,Japoatã,SE,4580,3278
2803500,Lagarto,SE,36741,30259
2803609,Laranjeiras,SE,7835,6489
2803708,Macambira,SE,2491,1700
2803807,Malhada dos Bois,SE,1195,888
2803906,Malhador,SE,4180,3099
2804003,Maruim,SE,5247,4157
2804102,Moita Bonita,SE,4200,3052
2804201,Monte Alegre de Sergipe,SE,4826,3778
2804300,Muribeca,SE,2773,2109
2804409,Neópolis,SE,5731,4384
2804458,Nossa Senhora Aparecida,SE,3380,2748
2804508,Nossa Senhora da Glória,SE,14253,10955
2804607,Nossa Senhora das Dores,SE,9128,6298
2804706,Nossa Senhora de Lourdes,SE,2243,1673
2804805,Nossa Senhora do Socorro,SE,67055,58426
2804904,Pacatuba,SE,4192,2561
2805000,Pedra Mole,SE,957,757
2805109,Pedrinhas,SE,2682,1879
2805208,Pinhão,SE,2026,1513
2805307,Pirambu,SE,2630,2128
2805406,Poço Redondo,SE,10743,8105
2805505,Poço Verde,SE,8205,5822
2805604,Porto da Folha,SE,9173,6595
2805703,Propriá,SE,9187,7606
2805802,Riachão do Dantas,SE,6273,3964
2805901,Riachuelo,SE,2808,2019
2806008,Ribeirópolis,SE,6531,5150
2806107,Rosário do Catete,SE,3153,2635
2806206,Salgado,SE,7342,5572
2806305,Santa Luzia do Itanhy,SE,4507,2905
2806404,Santana do São Francisco,SE,2366,1933
2806503,Santa Rosa de Lima,SE,1365,851
2806602,Santo Amaro das Brotas,SE,3798,2696
2806701,São Cristóvão,SE,33278,28845
2806800,São Domingos,SE,3850,2800
2806909,São Francisco,SE,1142,873
2807006,São Miguel do Aleixo,SE,1278,821
2807105,Simão Dias,SE,15545,12428
2807204,Siriri,SE,2710,1885
2807303,Telha,SE,1117,840
2807402,Tobias Barreto,SE,18566,13806
2807501,Tomar do Geru,SE,4369,2448
2807600,Umbaúba,SE,8290,6453
2900108,Abaíra,BA,2725,2327
2900207,Abaré,BA,5548,3959
2900306,Acajutiba,BA,4763,3558
2900355,Adustina,BA,5206,3966
2900405,Água Fria,BA,5456,3952
2900504,Érico Cardoso,BA,3111,2588
2900603,Aiquara,BA,1508,1070
2900702,Alagoinhas,BA,55512,46745
2900801,Alcobaça,BA,8517,6152
2900900,Almadina,BA,2050,1493
2901007,Amargosa,BA,13435,10284
2901106,Amélia Rodrigues,BA,8601,6987
2901155,América Dourada,BA,5138,3632
2901205,Anagé,BA,8857,7229
2901304,Andaraí,BA,4457,3098
2901353,Andorinha,BA,5958,4234
2901403,Angical,BA,4547,3270
2901502,Anguera,BA,3152,2338
2901601,Antas,BA,4491,3198
2901700,Antônio Cardoso,BA,3433,2391
2901809,Antônio Gonçalves,BA,3548,2733
2901908,Aporá,BA,5648,4160
2901957,Apuarema,BA,2494,1842
2902005,Aracatu,BA,4608,3277
2902054,Araçás,BA,4120,2981
2902104,Araci,BA,16894,12784
2902203,Aramari,BA,3495,2770
2902252,Arataca,BA,3473,2302
2902302,Aratuípe,BA,3120,2092
2902401,Aurelino Leal,BA,3947,2562
2902500,Baianópolis,BA,4413,3210
2902609,Baixa Grande,BA,6483,4372
2902658,Banzaê,BA,3938,2734
2902708,Barra,BA,15464,9094
2902807,Barra da Estiva,BA,8628,7228
2902906,Barra do Choça,BA,12278,9977
2903003,Barra do Mendes,BA,5046,3913
2903102,Barra do Rocha,BA,2142,1420
2903201,Barreiras,BA,54291,47904
2903235,Barro Alto,BA,4748,3797
2903276,Barrocas,BA,5208,4213
2903300,Barro Preto,BA,2242,1490
2903409,Belmonte,BA,7249,5348
2903508,Belo Campo,BA,6365,5014
2903607,Biritinga,BA,5363,4021
2903706,Boa Nova,BA,4736,3601
2903805,Boa Vista do Tupim,BA,5924,3708
2903904,Bom Jesus da Lapa,BA,20935,16964
2903953,Bom Jesus da Serra,BA,3170,2177
2904001,Boninal,BA,4336,3722
2904050,Bonito,BA,5407,4238
2904100,Boquira,BA,6451,4409
2904209,Botuporã,BA,3640,2749
2904308,Brejões,BA,4734,3434
2904407,Brejolândia,BA,3194,2434
2904506,Brotas de Macaúbas,BA,4254,2992
2904605,Brumado,BA,24541,20569
2904704,Buerarema,BA,5723,4115
2904753,Buritirama,BA,5887,3772
2904803,Caatiba,BA,2174,1645
2904852,Cabaceiras do Paraguaçu,BA,5195,3883
2904902,Cachoeira,BA,10720,8675
2905008,Caculé,BA,7809,6528
2905107,Caém,BA,3570,2639
2905156,Caetanos,BA,3674,2887
2905206,Caetité,BA,17670,14492
2905305,Cafarnaum,BA,5814,3877
2905404,Cairu,BA,6535,5338
2905503,Caldeirão Grande,BA,4293,2890
2905602,Camacan,BA,8260,6315
2905701,Camaçari,BA,109934,98965
2905800,Camamu,BA,10423,7468
2905909,Campo Alegre de Lourdes,BA,10084,6856
2906006,Campo Formoso,BA,24290,19158
2906105,Canápolis,BA,3311,2471
2906204,Canarana,BA,8298,6435
2906303,Canavieiras,BA,11908,7771
2906402,Candeal,BA,2775,2058
2906501,Candeias,BA,26429,21163
2906600,Candiba,BA,4480,3439
2906709,Cândido Sales,BA,8892,7264
2906808,Cansanção,BA,12735,9995
2906824,Canudos,BA,5445,3888
2906857,Capela do Alto Alegre,BA,4311,3327
2906873,Capim Grosso,BA,12288,9808
2906899,Caraíbas,BA,3445,2578
2906907,Caravelas,BA,7217,5002
2907004,Cardeal da Silva,BA,2824,2229
2907103,Carinhanha,BA,9313,6570
2907202,Casa Nova,BA,23416,17254
2907301,Castro Alves,BA,8698,6870
2907400,Catolândia,BA,1120,618
2907509,Catu,BA,18311,14683
2907558,Caturama,BA,3015,2215
2907608,Central,BA,5722,3865
2907707,Chorrochó,BA,3217,2346
2907806,Cícero Dantas,BA,11674,8043
2907905,Cipó,BA,5715,4649
2908002,Coaraci,BA,6663,4799
2908101,Cocos,BA,6302,4732
2908200,Conceição da Feira,BA,6928,5608
2908309,Conceição do Almeida,BA,5750,4725
2908408,Conceição do Coité,BA,24329,20601
2908507,Conceição do Jacuípe,BA,12813,10689
2908606,Conde,BA,7695,5664
2908705,Condeúba,BA,5876,4587
2908804,Contendas do Sincorá,BA,1518,1242
2908903,Coração de Maria,BA,8911,7167
2909000,Cordeiros,BA,2639,2083
2909109,Coribe,BA,5002,3622
2909208,Coronel João Sá,BA,6028,3884
2909307,Correntina,BA,11285,8054
2909406,Cotegipe,BA,4421,2746
2909505,Cravolândia,BA,1619,1144
2909604,Crisópolis,BA,7270,5198
2909703,Cristópolis,BA,4679,3265
2909802,Cruz das Almas,BA,21709,18649
2909901,Curaçá,BA,11237,8612
2910008,Dário Meira,BA,3793,2427
2910057,Dias d'Ávila,BA,25862,22870
2910107,Dom Basílio,BA,3784,3115
2910206,Dom Macedo Costa,BA,1638,1289
2910305,Elísio Medrado,BA,2974,2117
2910404,Encruzilhada,BA,6761,4792
2910503,Entre Rios,BA,13688,10847
2910602,Esplanada,BA,10823,8654
2910701,Euclides da Cunha,BA,21735,15727
2910727,Eunápolis,BA,41331,36521
2910750,Fátima,BA,6802,4927
2910776,Feira da Mata,BA,1974,1507
2910800,Feira de Santana,BA,221463,197101
2910859,Filadélfia,BA,6077,3766
2910909,Firmino Alves,BA,1802,1324
2911006,Floresta Azul,BA,3863,2773
2911105,Formosa do Rio Preto,BA,8144,5991
2911204,Gandu,BA,11890,8905
2911253,Gavião,BA,1660,1218
2911303,Gentio do Ouro,BA,3652,2907
2911402,Glória,BA,5416,4121
2911501,Gongogi,BA,1981,1287
2911600,Governador Mangabeira,BA,7012,5396
2911659,Guajeru,BA,2768,2334
2911709,Guanambi,BA,30382,25974
2911808,Guaratinga,BA,7250,5384
2911857,Heliópolis,BA,4481,2946
2911907,Iaçu,BA,9014,6605
2912004,Ibiassucê,BA,3533,2934
2912103,Ibicaraí,BA,8339,6088
2912202,Ibicoara,BA,6817,6102
2912301,Ibicuí,BA,5309,4028
2912400,Ibipeba,BA,5818,3994
2912509,Ibipitanga,BA,4755,3778
2912608,Ibiquera,BA,1287,776
2912707,Ibirapitanga,BA,8376,5589
2912806,Ibirapuã,BA,3219,2343
2912905,Ibirataia,BA,6899,4974
2913002,Ibitiara,BA,5080,3773
2913101,Ibititá,BA,6007,4272
2913200,Ibotirama,BA,9139,7008
2913309,Ichu,BA,2167,1891
2913408,Igaporã,BA,4887,3888
2913457,Igrapiúna,BA,4486,2762
2913507,Iguaí,BA,7941,5267
2913606,Ilhéus,BA,66556,55857
2913705,Inhambupe,BA,12137,9500
2913804,Ipecaetá,BA,4107,2103
2913903,Ipiaú,BA,14831,11758
2914000,Ipirá,BA,21207,15262
2914109,Ipupiara,BA,3551,2590
2914208,Irajuba,BA,2196,1667
2914307,Iramaia,BA,3688,2753
2914406,Iraquara,BA,8140,6285
2914505,Irará,BA,9940,7834
2914604,Irecê,BA,25997,22071
2914653,Itabela,BA,9616,7696
2914703,Itaberaba,BA,23536,18038
2914802,Itabuna,BA,71917,60905
2914901,Itacaré,BA,9913,7666
2915007,Itaeté,BA,4530,3502
2915106,Itagi,BA,4653,2627
2915205,Itagibá,BA,5437,4298
2915304,Itagimirim,BA,2346,1880
2915353,Itaguaçu da Bahia,BA,4095,2863
2915403,Itaju do Colônia,BA,2108,1488
2915502,Itajuípe,BA,6998,5017
2915601,Itamaraju,BA,21753,17355
2915700,Itamari,BA,2556,1763
2915809,Itambé,BA,8067,6101
2915908,Itanagra,BA,2070,1445
2916005,Itanhém,BA,6804,5296
2916104,Itaparica,BA,7401,5694
2916203,Itapé,BA,3716,2561
2916302,Itapebi,BA,3307,2488
2916401,Itapetinga,BA,24050,20453
2916500,Itapicuru,BA,11336,7054
2916609,Itapitanga,BA,3032,2233
2916708,Itaquara,BA,2776,1802
2916807,Itarantim,BA,6282,4593
2916856,Itatim,BA,5545,4188
2916906,Itiruçu,BA,3976,3042
2917003,Itiúba,BA,12061,8278
2917102,Itororó,BA,6194,4874
2917201,Ituaçu,BA,6192,5128
2917300,Ituberá,BA,8048,6175
2917334,Iuiu,BA,3506,2264
2917359,Jaborandi,BA,3262,2377
2917409,Jacaraci,BA,4565,3716
2917508,Jacobina,BA,30921,25458
2917607,Jaguaquara,BA,15904,12433
2917706,Jaguarari,BA,11862,8483
2917805,Jaguaripe,BA,6353,4707
2917904,Jandaíra,BA,3103,2387
2918001,Jequié,BA,57830,47665
2918100,Jeremoabo,BA,13581,9950
2918209,Jiquiriçá,BA,4815,3766
2918308,Jitaúna,BA,5118,3634
2918357,João Dourado,BA,8235,6504
2918407,Juazeiro,BA,78829,68736
2918456,Jucuruçu,BA,3499,2679
2918506,Jussara,BA,5561,3714
2918555,Jussari,BA,2080,1366
